text,isToxic
Congrats for the most dislikes on utube u got more than karma,0.0
You have no friends because you're so annoying.,1.0
3.1M likes 20M dislikes,0.0
LIZ,0.0
Youtube got so offended so that they removed the dislikes,0.0
Not 18 but 8,0.0
why is this so disliked?,0.0
YouTube do you want I'll call the police to street community delete or else we will start ah war here,0.0
Yo solo viane a ver la esena de   fasty ,0.0
3.1 million likes to 20 million dislikes uh yea,0.0
 pewdiepie reference,0.0
Minecraft,0.0
YouTube if you see this you owe James he brought back rewind and so should you you owe him about 500k. Thats not my choice tho,0.0
"erhm, what the sigma",0.0
You're a total idiot.,1.0
Fax,0.0
no,0.0
No est tan mal como lo recordaba,0.0
why does he say aaaah its rewind time because its rewind time baby,0.0
This is the most disliked video!,0.0
21 million dislikes. never forget,0.0
 referencia david bowie,0.0
"2024,still hated",1.0
Awkwardness,0.0
You suck at everything.,1.0
20 million dislikes is crazy,0.0
You're a total mess.,1.0
Jayden animations,0.0
Oh no no no no no!! NOT THE MOST DISLIKED YOUTUBE VIDEO!,0.0
return youtube dislike extension,0.0
You're a disgrace.,1.0
Wow. no one likes this at all ,0.0
20m dislikes.,0.0
People who are here because of James,0.0
20 Million Dislikes in 2024! ,0.0
Why is this so hated?,1.0
"The most controversial and cringiest rewind. Youtube, you are so disappointing",0.0
why do people hate youtube rewinds so much??,1.0
okay first of all everyone says its bad but they literally listen to you and what to put in the rewind ,0.0
Jemes,0.0
"watching again after a long time, sure the rewind was not near as good than the others, but def didnt deserved all the hate",1.0
Why the heck are people hating on this! Its just a fun time when we can come together at the end of the year and just watch something fun! Even if their favorite YouTuber isnt in here they shouldnt get so angry about it and just appreciate it because they took the effort to get all these creators together!,1.0
"for anyone blanked out, this video as of 2024.4.19  has 204 mill dislikes",0.0
Would rather break both my arms and legs then watch this again,0.0
Id say it was more cringe and awkward,0.0
"Man this video isn't nearly as bad as we all made it out to be tbh. Yeah it's cringey, but now that we're a bit more removed from all these old memes it's honestly feels pretty tame.",0.0
Mrbeast wasn't even famous in 2018,0.0
yaAAAah,0.0
20 million dislikes... that's wild,0.0
If anyone wants to know the dislike account  Like count: 3.1M Dislikes: 20M (almost 21M),0.0
Odds1out brought us all to this masterpiece of a failure,0.0
you using bring back youtube dislikes the extension too?,0.0
Why this has a lot of dislikes,0.0
Bro has every dislike on 2018 rewind hiding under his hat,0.0
YouTube NOT summed up,0.0
There's it's funny that's so cool,0.0
If you watch this on mute if looks worse,0.0
You’re a waste of breath.,1.0
You're a complete asshole.,1.0
cRinGE,0.0
that is crazy that they got yodeling kid,0.0
Who else is here because they were told its the most disliked YouTube video?,0.0
3.1M likes and 20 million dislikes. Wow Youtube.,0.0
Ik TheOdd1sout and Jaiden Animations,0.0
still dont get the hate,1.0
Fuimos muy duros conmigo en el 2018 perdn ,0.0
 LUCAS THE SPIDER YEAH,0.0
this is the best part of the video ,0.0
2024 anyone?,0.0
It got really cringey by the halfway mark,0.0
Just because they added JordanIndian It is okay But people disagreed with me (Pls don't hate me),1.0
hi,0.0
 was a meme,0.0
RHAR,0.0
You're a worthless piece of trash.,1.0
Everyone is hating here. Hate it.       Don't hate it. .                     ,1.0
me!,0.0
What.,0.0
"For anyone wondering there is 20,424,375 dislikes as of 5/5/2024 at  PM Central Daylight Time (using chrome extention)",0.0
"20 Million dislikes as of now, shame that the public is unable to see it without using extensions and other shenanigans",0.0
Anyone came from odds 1 out video?,0.0
isfunne,0.0
the only surprising thing is that is has 3 million likes,0.0
 sill 20M,0.0
 n gostei,0.0
Your existence is pointless.,1.0
20.4m dislikes,0.0
im crying why is this so bad..,0.0
FUNNEH? SHE WAS IN 2018 REWIND?,0.0
Why is this the most disliked video its not that bad,0.0
People that came from theoddsoneout ,0.0
People who think we should bring back rewind ,0.0
Krew,0.0
" chrome extension called ""Return YouTube Dislike""",0.0
"Lemme guess, odd1stout?",0.0
"This is the most Awkward and Cringy Rewind ngl, Rewind 2013 (the version with Gentleman) was better",0.0
"1st off, who are half of these people, second off, do not let them control it again!",0.0
Its 2024 And This has 20M dislikes,0.0
GAAA,0.0
"Ok, this was really bad. ",0.0
You’re nothing but a loser.,1.0
3Mill likes and 20Mill dislikes wow congratoulations:yt:,0.0
... I'm just gonna like every single comment.,0.0
20 Million dislikes is crazy,0.0
20 million dislikes are  crazy,0.0
Bro literally says fortnite in the beginning,0.0
odd1sout would be offended,0.0
going back to this gives me flashbacks bro,0.0
You're a total failure.,1.0
This is what happens when you don't ask your viewers to like and subscribe,0.0
and 20 million dislike,0.0
es con una extencion pero los dislikes actules son 20millones,0.0
 just found out about it today. Fking awesome,0.0
 best part,0.0
If you wonder the dislike ratio: likes: 3.1M dislikes: 20M,0.0
You're a waste of breath.,1.0
20 Million Dislikes,0.0
You're a total screw-up.,1.0
What? Its 2024,0.0
Guys let's hit the dislike button,0.0
Shut up,0.0
Like si hablas espaol,0.0
Fun fact: This video is the most disliked in youtube!,0.0
",  ",0.0
gave it a rewatch and the cringe literally gave me tears,0.0
why did we let them control rewind :`(,0.0
Ami,0.0
YO THEY GOT,0.0
"What made me watch this is the person who gave the idea of the ""in my feelings challenges""",0.0
Where's its funneh she is missing,0.0
You're a complete asshole.,1.0
2024  Yall lets stop the hate because its awesome,1.0
I'm here just to dislike,0.0
"YouTube probably removed dislikes because of this. (20,426,985 dislikes on this video)",0.0
Fortnite,0.0
i'm just here to see James do the in my feelings challenge,0.0
20.4 million dislikes. Deserves more,0.0
You're a complete failure.,1.0
No: of likes: 3.1Million,0.0
20M dislikes,0.0
 ,0.0
Lol,0.0
"Manual do mundo, whinderson nunes, s os feras neste rewind",0.0
"no wonder this has 20,429,862 dislikes",0.0
This is total bullshit.,1.0
Yaa its rewind time 20MIO dislikes!,0.0
Hi,0.0
Yeah,0.0
"Soon enough, the (invisible) dislikes will be at 20M",0.0
You're a horrible person.,1.0
Youtube wants to get 20 m dislikes,0.0
muchas gracias para los que le dieron dislike al video  youtube dejo de hacer ms rewinds desde el 2020 ,0.0
Ich liebe dich,0.0
The video that made YT disable dislike visibility ,0.0
You just jealous,0.0
20m dislikes is actually so funny and its an official yt video ,0.0
Came here just to hear this     ,0.0
lets take a moment to  make fun of this video before it get banned from Youtube (might not),0.0
Tbh rewatching this it wasn't tbad neither was this cringe this was literally just like 2018 and it does bring back the nostalgia,0.0
The last part ,0.0
"gen alphas may be more appealed to these kinda videos. but in 2018 millenials and most zoomers agreed that it was cringe. also no pewdiepie again edit: to see what a better version of a 2018 rewind would look like, watch pewdiepies video: youtube rewind, but its actually good",0.0
Thats crazy,0.0
This has 20 million dislikes now....,0.0
,0.0
this Video got 20 Mil dislikes in 16th of April 2024,0.0
Go to hell!,1.0
20M DISLIKES!!!,0.0
why did it get so many dislikes this is the best,0.0
QUTAS,0.0
Fire,0.0
"them: ""there's one thing this video needs"" me: dislik- them: ""k-pop""",0.0
"""Most disliked Video On YouTube"" Who Came Here Searching And Reading My Comment You're Blessed Today   Date: 2024 Month: June 2 Time:  AM",0.0
Update : 20M dislikes,0.0
what is this mess please,0.0
WHO TF ARE MOST OF THESE PEOPLE,0.0
Wait this isn't that bad,0.0
Real,0.0
Ningum fala da participao do Whindersson Nunes?,0.0
We need YouTube rewind back ,0.0
20M dislikes,0.0
"be honest, how many of you disliked it just because you knew it was the most disliked video on the platform",0.0
Ada indonesia coy ,0.0
It. Wasnt. Bad. Your. Just. Obnoxious.,0.0
NO WAY YOUTUBE RETURNED DISLIKES!,0.0
Rewind: Let's talk about someone who has overcome great hardships to get to where they are today  Me: Pewdiepie  Rewind: Drag!!  Me: Bass bossted WUT,0.0
Hey. YouTube can you ban Fendi Gaming for bullying in a game,0.0
Anyone from 2024,0.0
Why did this get 20m dislikes?,0.0
dude this video is so good why do people hate it,1.0
DAM 20M DISLIKES,0.0
,0.0
How can you tell,0.0
,0.0
20M DISLIKES,0.0
They always gotta ruin it by being self aware,0.0
"Is it just me or is this video not as bad as people make it seem, like only a few parts are bad most are good? Someone explain?",0.0
Disliking in 2024,0.0
No way this is getting nostalgic ,0.0
Here is the Dislikes For the people who dont know the video has currently 20m Dislikes,0.0
The reason YouTube got rid of the dislike button,0.0
We will never forget the dislikes.,0.0
How and why did the odd1sout make me rewatch this,0.0
"Fun fact: this video was completely scripted.  We never got to control rewind, rewind controlled us.",0.0
Only reason watching this is the animators especially the odd1sout,0.0
This was horrible holy,0.0
dislike it!,0.0
Why doesn't anyone like it? It was the best thing I've ever seen.,0.0
what if they travis scott? it would be better kinda,0.0
Im in 2024 so is maybe some people here,0.0
Where ah ha ha,0.0
 how many dislikes does it have now?,0.0
People watching in April 2024 ,0.0
What a pathetic excuse for a human being.,1.0
Im dieing from cring cough,0.0
It doesnt need cake pop. It needs GAA ,0.0
  aqui the what we come by theodd1sout ,0.0
:yt::yt:,0.0
You're a joke and everyone knows it.,1.0
 Nick before he was popular,0.0
DAMM THEY GOT WILL SMITU NINJA AND  NICK EH 30,0.0
FR,0.0
Ada Indonesia coy,0.0
Ikr,0.0
You're the dumbest person I know.,1.0
musically whatever,1.0
tbf it's bad but not that bad  or maybe im just desensitized im not sure anymore,0.0
Everyone would be better off without you.,1.0
Who came to see dislikes in 2024,0.0
 well summarized,0.0
20 MILLION DISLIKES,0.0
I hate you so much.,1.0
Ahh the memories,0.0
mad confused rn,0.0
Goated,0.0
Bring it back,0.0
 The quote,0.0
This is pretty good not going to lie ,0.0
This was horrible,0.0
the reason people like this video is the fact it isn't disliked too much,0.0
This is the reason they removed dislikes,0.0
20 mn disslike alm.,0.0
Yeah,0.0
Let's make it even more disliked video,0.0
Why us this so hated?,1.0
fr,0.0
You should be ashamed of yourself.,1.0
 yh but..,0.0
White people,0.0
this is the coolest vid,0.0
so this is why youtube removed dislikes,0.0
"People like to hate but honestly, props to YT for not deactivating the comments",1.0
The animators are the only ones who made this rewind bearable.,0.0
"20,000,000 dislikes!!!!!!!!!!!!!!!!!!",0.0
Anybody see Nick en 30,0.0
You're completely pathetic.,1.0
And if you have a mobile phone there are apps,0.0
3.1m likes - 20m dislikes is a pretty big diffrence,0.0
Guys lets do the in my feeling challenge ,0.0
It's very bab,0.0
  itsfunneh fans (like here ) not forcing  ,0.0
RE WATCHING THIS IT WASNT THAT BAD,0.0
They have more likes than dislikes,0.0
 isnt that itsfunneh?,0.0
This is the definition of cringe ,0.0
This is still the worst YouTube rewind ever made,0.0
 THIS IS A REWIND.,0.0
What kind of rewind is that ??,0.0
You're so pathetic it hurts.,1.0
Vine por 1 meme y nop No valio la pena,0.0
Whos here after the newest Odd Ones Out video?! ,0.0
"sorry this aint gonna be the most disliked video no more, its gonna be karma by jojo siwa.",0.0
Thanks man,0.0
Is that Markiplier? ,0.0
You don’t belong here.,1.0
"this comment section is foul af, let yt have a break ",0.0
they even got will smith,0.0
Return youtube dislike extension,0.0
"We missed all 9 of these, we hope everyone else enjoyed them",0.0
even the return youtube dislikes extension disrespected this video,0.0
Year: 2024 Number of dislikes: 20Million,0.0
cringe be like-,0.0
You're nothing but a problem.,1.0
pewdiepie not here  Jaiden manages to animate pewdiepie reference GG Jaiden,0.0
20m dislike,0.0
20 mil dislikes,0.0
bring back dislike,0.0
People who are watching this because of theodd1sout,0.0
"This is so cheesy and cringe, its the equivalent to what Saints Row is to Grand Theft Auto",0.0
Im sooo sad that Technoblade isnt here...,0.0
 JAMES IS IN THE REWIND!!!,0.0
Yeah?,0.0
Genuine question. Why is this hated so much?,1.0
Worst thing of this rewind: Nick Minaj on the soundtrack Best thing: Baby shark :face-blue-smiling:  Well deserved the 20+ million dislikes they hiding,0.0
Wat,0.0
"YouTube make a new one for 2024 after it ends while having haminations, unspeakble,Jmancurly,K9,VMT,Elliot,flushy gt,preston,the odd ones out,Jaiden animations,Duolingo,and finally goji center",0.0
It's so cringey,0.0
"20,429,887 dislikes",0.0
Newgen,0.0
Newgen,0.0
                Just that,0.0
Even though this is terrible it makes me want to go back to 2018 still,0.0
que hot,0.0
youtube just got mad,0.0
Like if youre here bc of the pretty basic podcast HAHAHAH,0.0
terrible terrible terrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible,0.0
fortnite and markass brownlee,0.0
xddddddddddddd,0.0
The only good bits are ninja and the animations singing ,0.0
watching to 2024,0.0
Whos here because of odd1sout,0.0
Make sure to leave your own ceremonial dislike!,0.0
BOO!,0.0
 pewdiepie,0.0
This is just pure hate. You can't see dislikes anymore. The numbers are made up.,1.0
Oh yeah really hard to tell why,0.0
 gangnam style guy!!!!!,0.0
"As of today, this video has 20,425,369 dislikes.",0.0
Me,0.0
You're a total weirdo.,1.0
You're nothing but a loser.,1.0
The only reason Im watching this is cause of the odd1sout,0.0
 (20 million dislikes),0.0
it was kinda bad but fun to watch too see the nastalgia  you get,0.0
"3.1M Likes, 20M Dislikes.",0.0
hes not wrong,0.0
 :(,0.0
You're an idiot and always will be.,1.0
20M dislike believe me.,0.0
 My favorite part,0.0
not even real korean letters,0.0
This video has 3.1M likes and 20M dislikes,0.0
